chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chr12,16805000,16810000,chr12,16810000,16815000,2,3.46320829036185e-10,0
chr2,83175000,83180000,chr2,83180000,83185000,1,1.67015654994933e-05,0
chrX,2725000,2730000,chrX,2730000,2735000,1,1.96164641764716e-05,0
chr4,19700000,19705000,chr4,19705000,19710000,3,1.3189661584295e-14,0
chr5,56330000,56335000,chr5,56340000,56345000,1,0.000200732384856927,0
chrX,82375000,82380000,chrX,82385000,82390000,1,1.7614818683759e-05,0
chr5,44755000,44760000,chr5,44760000,44765000,1,4.62876308310094e-05,0
chr18,30140000,30145000,chr18,30145000,30150000,1,7.24737029816581e-05,0
chr21,34155000,34160000,chr21,34165000,34170000,1,0.000475183426858659,0
chr18,68595000,68600000,chr18,68600000,68605000,1,3.53624626983368e-05,0
chr2,60525000,60530000,chr2,60540000,60545000,1,0.000184516333555307,0
chr13,89480000,89485000,chr13,89485000,89490000,1,3.50299542596508e-06,0
chr4,21905000,21910000,chr4,21915000,21920000,1,3.9465682336425e-05,0
chr2,164255000,164260000,chr2,164260000,164265000,3,1.19371800484762e-13,0
chr2,220650000,220655000,chr2,220660000,220665000,1,5.94225344582053e-05,0
chr2,182065000,182070000,chr2,182070000,182075000,2,8.05299152228071e-09,0
chr12,95760000,95765000,chr12,95770000,95775000,1,0.000146517033464662,0
chr2,237285000,237290000,chr2,237290000,237295000,3,1.23768348704892e-14,0
chr17,29750000,29755000,chr17,29755000,29760000,2,4.20267340686159e-08,0
chr12,33675000,33680000,chr12,33685000,33690000,1,6.32753966204293e-05,0
chr18,31315000,31320000,chr18,31320000,31325000,3,2.68834011325409e-13,0
chr13,93840000,93845000,chr13,93855000,93860000,1,0.000276611835128601,0
chr16,65640000,65645000,chr16,65645000,65650000,3,3.41136090620954e-13,0
chrX,93665000,93670000,chrX,93675000,93680000,1,2.34195675303328e-05,0
chr1,157935000,157940000,chr1,157940000,157945000,1,8.42986855941818e-05,0
chr14,27940000,27945000,chr14,27945000,27950000,2,6.23939964835258e-10,0
chr20,8745000,8750000,chr20,8750000,8755000,2,1.86445861093876e-09,0
chr3,180180000,180185000,chr3,180185000,180190000,2,3.55219444896239e-09,0
chr14,29035000,29040000,chr14,29040000,29045000,2,9.20417504839928e-11,0
chr4,162085000,162090000,chr4,162095000,162100000,1,6.45550121662054e-06,0
chr8,86505000,86510000,chr8,86510000,86515000,4,3.67603601717634e-17,0
chr3,170380000,170385000,chr3,170385000,170390000,1,2.2614764146992e-05,0
chr3,191430000,191435000,chr3,191435000,191440000,4,1.12403855840697e-18,0
chr8,73490000,73495000,chr8,73500000,73505000,1,7.49212805324286e-05,0
chr7,28025000,28030000,chr7,28030000,28035000,1,1.36115051802574e-05,0
chr6,68915000,68920000,chr6,68920000,68925000,4,1.28769036761324e-17,0
chr5,58715000,58720000,chr5,58720000,58725000,3,1.0570603616387e-13,0
chr20,22660000,22665000,chr20,22665000,22670000,3,4.44645476792236e-14,0
chr2,36035000,36040000,chr2,36040000,36045000,2,2.64844449669944e-10,0
chr8,145730000,145735000,chr8,145735000,145740000,1,6.67779313809108e-05,0
chr2,140865000,140870000,chr2,140875000,140880000,1,5.55446443866538e-05,0
chr10,59245000,59250000,chr10,59255000,59260000,1,5.75461396819257e-05,0
chr9,16840000,16845000,chr9,16845000,16850000,1,1.91494138108118e-05,0
chr7,9780000,9785000,chr7,9785000,9790000,2,1.44817160978354e-09,0
chr20,20045000,20050000,chr20,20050000,20055000,2,5.52179794086268e-10,0
chr1,196320000,196325000,chr1,196325000,196330000,3,4.91302377886459e-14,0
chr4,118195000,118200000,chr4,118200000,118205000,2,1.711015161988e-10,0
chr7,154545000,154550000,chr7,154550000,154555000,2,9.60745590451991e-09,0
chr18,36880000,36885000,chr18,36885000,36890000,2,1.68515880655445e-09,0
chr13,94860000,94865000,chr13,94865000,94870000,3,6.77306432700659e-15,0
chr5,66995000,67000000,chr5,67000000,67005000,1,2.00751774070574e-05,0
chr11,20725000,20730000,chr11,20735000,20740000,1,3.76309209882615e-05,0
chr17,63990000,63995000,chr17,63995000,64000000,2,6.26550434725838e-09,0
chr4,22270000,22275000,chr4,22275000,22280000,2,1.86356179402382e-09,0
chrX,90295000,90300000,chrX,90300000,90305000,2,5.16536989436742e-10,0
chr5,91795000,91800000,chr5,91805000,91810000,1,2.4245238301649e-05,0
chr13,19630000,19635000,chr13,19635000,19640000,1,3.27228755005462e-05,0
chr1,85580000,85585000,chr1,85590000,85595000,1,0.000273581429156159,0
chr10,65625000,65630000,chr10,65630000,65635000,4,1.02774942908127e-16,0
chr19,23560000,23565000,chr19,23565000,23570000,2,3.56045546196477e-10,0
chr2,4015000,4020000,chr2,4020000,4025000,1,2.6271876801913e-05,0
chr1,45645000,45650000,chr1,45650000,45655000,1,0.000157377285235755,0
chr2,130025000,130030000,chr2,130030000,130035000,2,1.40529201980315e-09,0
chr13,86570000,86575000,chr13,86575000,86580000,2,9.17600214531054e-11,0
chr1,202385000,202390000,chr1,202390000,202395000,1,7.07141071435236e-05,0
chr20,12120000,12125000,chr20,12125000,12130000,3,2.32700259732358e-15,0
chr7,45350000,45355000,chr7,45355000,45360000,4,1.20159179064635e-19,0
chr4,129320000,129325000,chr4,129325000,129330000,1,5.35890152864687e-05,0
chr7,114530000,114535000,chr7,114540000,114545000,1,0.000134530919177572,0
chr6,70710000,70715000,chr6,70715000,70720000,1,5.32929547134358e-05,0
chr5,161235000,161240000,chr5,161245000,161250000,1,5.6812258887847e-05,0
chr3,189905000,189910000,chr3,189910000,189915000,3,8.19523550872343e-14,0
chr2,234640000,234645000,chr2,234645000,234650000,1,1.37616303539417e-05,0
chr3,40310000,40315000,chr3,40315000,40320000,1,2.86821552859934e-05,0
chrX,100325000,100330000,chrX,100330000,100335000,1,5.37057670801983e-05,0
chr12,97675000,97680000,chr12,97680000,97685000,1,5.50442695012081e-05,0
chr5,119075000,119080000,chr5,119080000,119085000,2,5.73256951660818e-09,0
chr6,160980000,160985000,chr6,160990000,160995000,1,0.000160695717848619,0
chr3,130915000,130920000,chr3,130920000,130925000,1,1.9441321958307e-05,0
chr1,159700000,159705000,chr1,159705000,159710000,1,4.0032794333376e-05,0
chr9,133600000,133605000,chr9,133610000,133615000,1,0.00171947769519144,0
chr9,11500000,11505000,chr9,11505000,11510000,2,1.59731356735148e-10,0
chr4,28155000,28160000,chr4,28165000,28170000,1,4.8864598999401e-05,0
chrX,126650000,126655000,chrX,126655000,126660000,1,1.83570959557957e-05,0
chr17,26710000,26715000,chr17,26715000,26720000,3,1.48577220657238e-12,0
chr18,54360000,54365000,chr18,54370000,54375000,1,7.47836856684373e-05,0
chr13,76255000,76260000,chr13,76260000,76265000,2,1.02047864522014e-09,0
chrX,54090000,54095000,chrX,54095000,54100000,4,4.67792717448963e-18,0
chr13,74435000,74440000,chr13,74440000,74445000,2,2.10133122641159e-10,0
chrX,95840000,95845000,chrX,95845000,95850000,1,3.38622999911234e-06,0
chr18,52820000,52825000,chr18,52830000,52835000,1,7.45960552127579e-05,0
chrX,124555000,124560000,chrX,124560000,124565000,1,1.8536412257949e-05,0
chr5,85000000,85005000,chr5,85005000,85010000,4,9.0766927893173e-19,0
chr3,112825000,112830000,chr3,112830000,112835000,2,4.61849027736492e-09,0
chr13,104340000,104345000,chr13,104345000,104350000,3,2.45634741917057e-15,0
chr4,152910000,152915000,chr4,152915000,152920000,3,4.55725957530816e-13,0
chr14,40430000,40435000,chr14,40435000,40440000,1,1.68141587103414e-05,0
chr18,62125000,62130000,chr18,62130000,62135000,2,9.01447196687827e-10,0
chr2,229055000,229060000,chr2,229060000,229065000,2,3.9569495697681e-10,0
chr2,230960000,230965000,chr2,230965000,230970000,3,1.17681360945918e-14,0
chrX,7775000,7780000,chrX,7780000,7785000,1,2.70892031809602e-05,0
chr15,89880000,89885000,chr15,89895000,89900000,1,0.000192753653092371,0
chr8,122960000,122965000,chr8,122965000,122970000,1,3.20890365474576e-05,0
chr5,90115000,90120000,chr5,90120000,90125000,1,9.34544393850923e-06,0
chr6,123215000,123220000,chr6,123220000,123225000,4,3.2033092938405e-18,0
chr4,62205000,62210000,chr4,62210000,62215000,4,1.68084413755094e-19,0
chr15,60145000,60150000,chr15,60155000,60160000,1,0.000188960167143198,0
chr3,121800000,121805000,chr3,121805000,121810000,4,1.80333577000051e-18,0
chr2,121070000,121075000,chr2,121075000,121080000,1,4.65878607402159e-05,0
chr14,100585000,100590000,chr14,100590000,100595000,2,2.1659963856092e-10,0
chr10,65565000,65570000,chr10,65570000,65575000,1,0.000144036465567441,0
chr4,168605000,168610000,chr4,168610000,168615000,1,3.72305991837084e-05,0
chr14,67065000,67070000,chr14,67075000,67080000,1,1.40118370234422e-05,0
chr5,92505000,92510000,chr5,92515000,92520000,1,4.24012994807509e-05,0
chr7,99285000,99290000,chr7,99290000,99295000,2,1.67234404539546e-08,0
chr2,210985000,210990000,chr2,210990000,210995000,2,2.21657111927307e-09,0
chr4,43270000,43275000,chr4,43275000,43280000,3,1.76507408851352e-14,0
chr13,62705000,62710000,chr13,62715000,62720000,1,3.9590779926648e-05,0
chr15,94475000,94480000,chr15,94480000,94485000,2,1.72142210118277e-09,0
chr6,74845000,74850000,chr6,74850000,74855000,3,6.79279827390419e-14,0
chr10,1395000,1400000,chr10,1400000,1405000,2,3.53955737317201e-09,0
chr3,123440000,123445000,chr3,123450000,123455000,1,7.49671486025098e-05,0
chr6,81255000,81260000,chr6,81260000,81265000,2,4.50514403289495e-09,0
chr2,53985000,53990000,chr2,54000000,54005000,1,0.000293199707997632,0
chr2,204500000,204505000,chr2,204505000,204510000,3,3.25117900059361e-14,0
chr7,83055000,83060000,chr7,83060000,83065000,3,2.03852662115504e-14,0
chr2,166745000,166750000,chr2,166750000,166755000,4,1.25773997289618e-17,0
chr14,99105000,99110000,chr14,99110000,99115000,3,1.13389830954053e-14,0
chr7,19245000,19250000,chr7,19250000,19255000,2,1.18609631604632e-09,0
chr4,139390000,139395000,chr4,139395000,139400000,3,1.21520962893262e-13,0
chr10,88100000,88105000,chr10,88105000,88110000,2,1.51788900055766e-09,0
chr4,141200000,141205000,chr4,141210000,141215000,1,0.000147842784641563,0
chr17,29090000,29095000,chr17,29095000,29100000,1,3.25143752820216e-05,0
chr1,84200000,84205000,chr1,84205000,84210000,2,1.12276016900041e-08,0
chr5,88480000,88485000,chr5,88495000,88500000,1,9.47057757300321e-05,0
chr8,94060000,94065000,chr8,94065000,94070000,3,3.78392636936077e-14,0
chr6,77115000,77120000,chr6,77120000,77125000,1,7.87573268137846e-05,0
chr7,28430000,28435000,chr7,28440000,28445000,1,0.000144103154163199,0
chr12,8770000,8775000,chr12,8775000,8780000,3,9.75543421914758e-15,0
chr11,81135000,81140000,chr11,81145000,81150000,1,3.98076160075615e-05,0
chr7,78775000,78780000,chr7,78780000,78785000,1,0.000106167505472426,0
chr11,32300000,32305000,chr11,32305000,32310000,1,0.000181856686019669,0
chr3,99695000,99700000,chr3,99705000,99710000,1,8.17635927277409e-05,0
chr11,106130000,106135000,chr11,106135000,106140000,2,9.65934815648823e-10,0
chr7,131500000,131505000,chr7,131510000,131515000,1,0.000182873862011776,0
chr11,21275000,21280000,chr11,21280000,21285000,1,5.73001241388718e-05,0
chr7,66470000,66475000,chr7,66475000,66480000,3,5.70155842970956e-13,0
chr4,29485000,29490000,chr4,29490000,29495000,3,1.11312594217833e-14,0
chr16,49520000,49525000,chr16,49525000,49530000,2,4.43832742248384e-09,0
chr2,60340000,60345000,chr2,60350000,60355000,1,0.000120055487364495,0
chr10,73020000,73025000,chr10,73025000,73030000,2,2.47723199823273e-08,0
chr2,121950000,121955000,chr2,121955000,121960000,4,1.20593670315387e-19,0
chr11,84730000,84735000,chr11,84735000,84740000,3,7.93550577676634e-15,0
chr3,108190000,108195000,chr3,108195000,108200000,3,2.58104724088372e-14,0
chr3,70885000,70890000,chr3,70895000,70900000,1,3.37611968522984e-05,0
chr4,14275000,14280000,chr4,14280000,14285000,1,5.1216386188575e-05,0
chr12,74560000,74565000,chr12,74565000,74570000,4,4.76448170063364e-18,0
chr8,120770000,120775000,chr8,120780000,120785000,1,8.49991765807088e-05,0
chr14,43625000,43630000,chr14,43630000,43635000,3,1.44948655586003e-14,0
chr4,64630000,64635000,chr4,64640000,64645000,1,5.37933304512738e-05,0
chr6,55115000,55120000,chr6,55125000,55130000,1,7.44584506113422e-05,0
chr1,196030000,196035000,chr1,196040000,196045000,1,0.000145170442060055,0
chr1,61130000,61135000,chr1,61135000,61140000,3,1.06161531395696e-12,0
chrX,63250000,63255000,chrX,63255000,63260000,2,5.09131371431197e-10,0
chrX,120705000,120710000,chrX,120710000,120715000,3,3.87815361545007e-14,0
chr21,47395000,47400000,chr21,47405000,47410000,1,0.000152424524320077,0
chrX,25740000,25745000,chrX,25745000,25750000,2,5.3765931297564e-10,0
chr4,31010000,31015000,chr4,31020000,31025000,1,5.7562818042052e-05,0
chr12,128490000,128495000,chr12,128500000,128505000,1,7.27238819916269e-05,0
chr11,27335000,27340000,chr11,27345000,27350000,1,8.21972455287821e-05,0
chr12,130120000,130125000,chr12,130125000,130130000,1,5.10412525384225e-05,0
chr15,97710000,97715000,chr15,97715000,97720000,2,1.05564742476589e-09,0
chrX,83290000,83295000,chrX,83295000,83300000,1,9.10773827561973e-06,0
chr9,11135000,11140000,chr9,11140000,11145000,1,4.90063732060716e-05,0
chrX,64890000,64895000,chrX,64900000,64905000,1,0.000224884586431465,0
chr3,114315000,114320000,chr3,114320000,114325000,3,3.30618584068052e-14,0
chr5,90430000,90435000,chr5,90435000,90440000,4,3.49796624037773e-17,0
chr16,60175000,60180000,chr16,60180000,60185000,1,3.14593686984282e-05,0
chr5,76235000,76240000,chr5,76245000,76250000,1,0.000204509106018321,0
chr18,40415000,40420000,chr18,40420000,40425000,3,1.28343953593012e-15,0
chr8,36395000,36400000,chr8,36405000,36410000,1,4.48031574876664e-05,0
chr14,46385000,46390000,chr14,46390000,46395000,2,2.47765163509632e-10,0
chr14,66835000,66840000,chr14,66840000,66845000,1,2.09842498022579e-05,0
chr10,27875000,27880000,chr10,27880000,27885000,1,7.25070589403894e-05,0
chr5,6275000,6280000,chr5,6290000,6295000,1,0.000301218525735993,0
chr4,169530000,169535000,chr4,169545000,169550000,1,0.00015060683754644,0
chr7,55610000,55615000,chr7,55625000,55630000,1,0.000214851181524784,0
chr7,158055000,158060000,chr7,158060000,158065000,4,8.74341057858951e-19,0
chr12,46300000,46305000,chr12,46305000,46310000,4,4.90046636589912e-17,0
chrX,115550000,115555000,chrX,115555000,115560000,1,2.21185095930159e-05,0
chr14,28155000,28160000,chr14,28160000,28165000,3,6.11304775549328e-15,0
chr12,15145000,15150000,chr12,15155000,15160000,1,6.40884694304e-05,0
chr8,48005000,48010000,chr8,48010000,48015000,2,1.46899053727645e-09,0
chr21,44585000,44590000,chr21,44590000,44595000,3,2.08781026228716e-12,0
chr13,45300000,45305000,chr13,45305000,45310000,3,8.01484083944458e-14,0
chr14,66250000,66255000,chr14,66255000,66260000,1,6.97550857149362e-05,0
chr22,24890000,24895000,chr22,24895000,24900000,4,1.39510329800907e-17,0
chr1,22105000,22110000,chr1,22110000,22115000,3,7.62000676122227e-11,0
chr19,58320000,58325000,chr19,58330000,58335000,1,0.000226943749834998,0
chr20,11410000,11415000,chr20,11415000,11420000,2,3.54208100896329e-10,0
chr1,75205000,75210000,chr1,75210000,75215000,3,4.39339774596737e-15,0
chr5,97225000,97230000,chr5,97230000,97235000,3,5.60082788958514e-15,0
chr4,150995000,151000000,chr4,151000000,151005000,1,8.36982745359035e-05,0
chr8,49185000,49190000,chr8,49190000,49195000,4,1.55883551294839e-18,0
chr4,67650000,67655000,chr4,67655000,67660000,3,3.56934977847432e-15,0
chr12,87150000,87155000,chr12,87155000,87160000,2,6.37645561888992e-10,0
chr8,127545000,127550000,chr8,127555000,127560000,1,0.000147480089039354,0
chr5,128470000,128475000,chr5,128475000,128480000,3,8.98942860998403e-14,0
chr6,74595000,74600000,chr6,74600000,74605000,3,7.69783733319022e-14,0
chr13,106175000,106180000,chr13,106180000,106185000,1,2.37198113729619e-05,0
chrX,52570000,52575000,chrX,52575000,52580000,3,1.89500667409388e-14,0
chr8,65800000,65805000,chr8,65805000,65810000,1,9.0527955755254e-05,0
chr11,116370000,116375000,chr11,116375000,116380000,2,8.7046460739029e-09,0
chr5,117160000,117165000,chr5,117165000,117170000,3,2.88492941465768e-14,0
chr4,32640000,32645000,chr4,32645000,32650000,3,1.20482507555902e-14,0
chr9,85170000,85175000,chr9,85175000,85180000,1,2.80399668168344e-05,0
chrX,122505000,122510000,chrX,122510000,122515000,1,2.71475827069252e-05,0
chr13,77915000,77920000,chr13,77920000,77925000,4,6.43216771038996e-19,0
chr2,10980000,10985000,chr2,10985000,10990000,4,1.96175719226089e-16,0
chrX,7295000,7300000,chrX,7305000,7310000,1,6.58522569180703e-05,0
chr18,49735000,49740000,chr18,49745000,49750000,1,3.02750919827135e-05,0
chrX,74155000,74160000,chrX,74165000,74170000,1,0.000107380785981125,0
chrX,97415000,97420000,chrX,97425000,97430000,1,3.3327520459687e-05,0
chr10,91665000,91670000,chr10,91670000,91675000,1,4.07333371483783e-05,0
chr3,87255000,87260000,chr3,87260000,87265000,3,1.62430114187983e-14,0
chr7,96385000,96390000,chr7,96395000,96400000,1,7.17815403428155e-05,0
chr13,56980000,56985000,chr13,56985000,56990000,4,2.48304160719917e-19,0
chr1,168190000,168195000,chr1,168195000,168200000,5,7.72406968556621e-19,0
chr2,129085000,129090000,chr2,129090000,129095000,3,7.90874085212647e-14,0
chr5,30060000,30065000,chr5,30065000,30070000,3,2.27967169718922e-13,0
chr9,72570000,72575000,chr9,72580000,72585000,1,6.12822441114523e-05,0
chr2,146295000,146300000,chr2,146300000,146305000,1,9.08198245610971e-05,0
chr8,114010000,114015000,chr8,114015000,114020000,1,2.25938962112113e-05,0
chr3,190470000,190475000,chr3,190480000,190485000,1,6.83165450619588e-05,0
chr7,38270000,38275000,chr7,38280000,38285000,1,0.000124641634534681,0
chr13,54025000,54030000,chr13,54030000,54035000,3,1.12442495040235e-15,0
chrX,147600000,147605000,chrX,147605000,147610000,2,8.01928351552686e-10,0
chr7,136460000,136465000,chr7,136465000,136470000,2,3.97945477917662e-11,0
chr7,40845000,40850000,chr7,40850000,40855000,2,2.66308942747451e-09,0
chr8,111310000,111315000,chr8,111315000,111320000,1,1.82445054276041e-05,0
chr13,54945000,54950000,chr13,54950000,54955000,1,3.04335505595638e-05,0
chrX,86100000,86105000,chrX,86105000,86110000,4,8.33773669628267e-20,0
chr5,105750000,105755000,chr5,105760000,105765000,1,3.5892049902143e-05,0
chr13,36565000,36570000,chr13,36570000,36575000,2,3.93378064544552e-09,0
chr4,145230000,145235000,chr4,145240000,145245000,1,8.21888981707708e-05,0
chr10,105875000,105880000,chr10,105885000,105890000,1,0.000191811536670192,0
chr1,77340000,77345000,chr1,77345000,77350000,3,4.65325284527784e-13,0
chr7,7330000,7335000,chr7,7335000,7340000,2,8.73019234765676e-10,0
chr8,84665000,84670000,chr8,84670000,84675000,2,2.47189442862386e-09,0
chr2,185470000,185475000,chr2,185475000,185480000,1,4.68380533309786e-05,0
chr14,64300000,64305000,chr14,64310000,64315000,1,8.20804798633399e-05,0
